age,gender,education,occupation,organization_type,seniority,annual_income,disposable_income,house_type,vehicle_type,marital_status,no_card,default
25,Male,Post Graduate,Salaried,Tier 3,Entry,123091,15465,Company provided,None,Married,0,0
27,Female,Post Graduate,Business,None,None,321316,24030,Rented,None,Married,0,0
29,Male,Other,Salaried,None,Mid-level 1,174884,42053,Rented,Two Wheeler,Single,0,0
25,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,496514,5047,Owned,Two Wheeler,Married,0,0
31,Male,Other,Salaried,None,Mid-level 1,224782,11728,Rented,None,Married,0,0
20,Male,Graduate,Salaried,Tier 2,Junior,97863,15918,Owned,None,Single,1,0
26,Male,Post Graduate,Salaried,Tier 3,Junior,173803,34034,Rented,Two Wheeler,Married,0,0
62,Male,Other,Salaried,Tier 2,Mid-level 1,165170,3910,Owned,None,Single,2,0
48,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,277807,25964,Rented,None,Single,0,0
25,Male,Graduate,Salaried,Tier 2,Entry,395618,43513,Owned,None,Married,1,0
28,Male,Post Graduate,Professional,None,None,413056,9025,Rented,None,Married,2,0
49,Female,Post Graduate,Business,None,None,202686,37759,Company provided,None,Single,0,0
27,Male,Post Graduate,Salaried,None,Junior,234852,15403,Family,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Mid-level 1,187605,6746,Rented,None,Married,1,0
27,Male,Post Graduate,Salaried,Tier 3,Entry,167940,38350,Family,Two Wheeler,Married,0,0
37,Male,Post Graduate,Salaried,None,Mid-level 1,245633,6953,Rented,None,Married,2,0
30,Male,Graduate,Salaried,None,Junior,271250,6877,Rented,None,Single,0,0
27,Male,Graduate,Business,None,None,467903,13296,Rented,None,Married,0,0
28,Male,Graduate,Salaried,None,Junior,381549,2581,Owned,None,Single,2,0
26,Male,Graduate,Professional,None,None,108557,14514,Rented,None,Married,0,0
29,Male,Other,Salaried,None,Junior,124364,17400,Rented,None,Single,0,0
37,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,158870,23832,Rented,Two Wheeler,Married,0,0
28,Male,Graduate,Salaried,Tier 3,Junior,147926,21219,Owned,Two Wheeler,Married,0,0
29,Male,Post Graduate,Salaried,Tier 1,Mid-level 1,245587,1981,Family,None,Single,0,0
25,Male,Under Graduate,Professional,None,None,492404,17513,Rented,None,Married,0,0
29,Male,Post Graduate,Salaried,Tier 1,Junior,340491,12400,Rented,Two Wheeler,Married,0,0
28,Male,Post Graduate,Salaried,Tier 3,Junior,395750,2517,Rented,None,Married,0,0
39,Male,Post Graduate,Business,None,None,207837,18288,Rented,Two Wheeler,Single,0,0
22,Male,Graduate,Salaried,None,Entry,610891,41057,Rented,Two Wheeler,Married,0,0
27,Male,Post Graduate,Salaried,None,Junior,212299,13419,Rented,None,Single,1,0
40,Male,Graduate,Business,None,None,399388,15939,Rented,None,Single,2,0
36,Female,Graduate,Business,None,None,459696,14606,Rented,Two Wheeler,Single,0,0
37,Female,Graduate,Business,None,None,164150,8867,Owned,None,Married,0,0
28,Male,Other,Student,None,None,338671,5438,Rented,None,Married,1,0
52,Female,Post Graduate,Salaried,None,Mid-level 1,182884,2587,Family,None,Married,0,0
19,Female,Graduate,Business,None,None,304195,11052,Owned,None,Single,0,0
26,Male,Graduate,Salaried,None,Mid-level 1,234917,14187,Owned,None,Single,1,0
34,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,317038,1915,Rented,Two Wheeler,Single,2,0
28,Female,Graduate,Business,None,None,184009,23299,Rented,None,Married,0,0
26,Female,Graduate,Salaried,Tier 2,Junior,295425,7817,Rented,None,Married,0,0
26,Male,Under Graduate,Business,None,None,125815,13093,Company provided,None,Single,0,0
25,Male,Graduate,Professional,None,None,490017,4492,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Professional,None,None,319419,39686,Rented,None,Married,0,0
49,Male,Graduate,Salaried,None,Mid-level 1,408406,27473,Rented,None,Married,0,0
25,Female,Post Graduate,Business,None,None,325331,23124,Rented,None,Single,0,0
21,Male,Graduate,Salaried,Tier 2,Junior,301301,7948,Rented,None,Single,2,1
30,Male,Post Graduate,Business,None,None,253143,23935,Rented,Two Wheeler,Single,0,0
59,Male,Graduate,Business,None,None,577790,32922,Rented,None,Single,1,0
27,Male,Post Graduate,Salaried,None,Entry,296652,28228,Rented,None,Married,1,0
27,Male,Graduate,Business,None,None,62995,8663,Owned,None,Single,0,0
29,Female,Graduate,Salaried,Tier 3,Mid-level 1,283372,38806,Rented,None,Single,0,1
21,Female,Graduate,Salaried,Tier 3,Junior,450364,25504,Rented,Two Wheeler,Married,0,0
28,Male,Graduate,Salaried,Tier 2,Entry,437188,6470,Rented,Two Wheeler,Single,0,0
29,Female,Under Graduate,Business,None,None,364134,11646,Rented,Two Wheeler,Married,1,0
26,Female,Post Graduate,Salaried,Tier 2,Junior,120159,7814,Owned,Two Wheeler,Single,0,0
29,Male,Graduate,Salaried,None,Junior,659654,27833,Rented,Two Wheeler,Single,0,0
25,Male,Graduate,Salaried,None,Mid-level 1,260436,17560,Owned,None,Single,0,0
29,Male,Graduate,Business,None,None,169758,22348,Rented,None,Married,0,0
26,Female,Graduate,Salaried,Tier 3,Junior,433831,19807,Rented,None,Single,1,0
27,Male,Post Graduate,Salaried,None,Junior,50399,21084,Rented,Two Wheeler,Married,0,0
28,Male,Graduate,Business,None,None,362689,23507,Family,Two Wheeler,Married,0,0
25,Female,Post Graduate,Salaried,Tier 3,Junior,279991,5416,Rented,None,Other,1,0
25,Female,Graduate,Salaried,None,Mid-level 1,85929,5973,Rented,Two Wheeler,Married,0,0
28,Male,Graduate,Salaried,Tier 2,Entry,110013,15508,Owned,None,Single,0,0
26,Male,Graduate,Salaried,None,Mid-level 1,298793,13569,Rented,None,Married,0,0
26,Male,Other,Business,None,None,267736,5087,Rented,None,Married,1,0
25,Male,Under Graduate,Professional,None,None,413232,2092,Rented,None,Single,0,0
26,Male,Post Graduate,Salaried,Tier 3,Junior,187889,43965,Owned,None,Married,0,0
25,Female,Under Graduate,Student,None,None,317752,5957,Rented,None,Single,0,0
28,Male,Under Graduate,Business,None,None,62586,2625,Rented,Two Wheeler,Married,1,0
57,Male,Other,Professional,None,None,139225,13097,Rented,None,Married,0,0
61,Male,Graduate,Business,None,None,935835,45920,Rented,Two Wheeler,Single,0,0
30,Female,Graduate,Business,None,None,447969,5699,Rented,None,Single,0,0
28,Male,Under Graduate,Business,None,None,258995,10418,Family,None,Married,1,0
28,Male,Graduate,Salaried,None,Mid-level 1,198025,7339,Company provided,None,Married,2,0
22,Male,Other,Business,None,None,473052,3151,Family,None,Married,1,0
62,Male,Graduate,Professional,None,None,202867,11207,Rented,None,Married,2,0
22,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,482994,2799,Rented,None,Married,1,0
29,Male,Under Graduate,Salaried,None,Junior,102448,10741,Company provided,None,Married,1,1
27,Female,Under Graduate,Business,None,None,127323,43627,Rented,None,Other,0,0
37,Male,Other,Professional,None,None,377463,19529,Rented,None,Married,0,0
39,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,277164,27528,Family,None,Married,0,0
26,Male,Graduate,Business,None,None,91359,19472,Rented,None,Married,1,0
26,Female,Post Graduate,Salaried,Tier 1,Junior,464115,13461,Owned,Two Wheeler,Married,0,0
58,Female,Other,Salaried,None,Mid-level 1,482857,11677,Rented,None,Single,0,0
27,Male,Graduate,Business,None,None,188024,33229,Rented,None,Single,0,1
43,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,182205,4910,Rented,None,Single,0,0
26,Female,Under Graduate,Salaried,None,Mid-level 1,253328,14515,Owned,None,Single,0,0
25,Male,Post Graduate,Salaried,None,Senior,994224,48311,Rented,None,Single,1,0
26,Male,Graduate,Business,None,None,114108,25571,Rented,Two Wheeler,Married,0,0
25,Male,Graduate,Business,None,None,293648,9810,Rented,None,Single,1,0
28,Male,Graduate,Student,None,None,197662,10795,Rented,None,Married,1,0
29,Female,Graduate,Salaried,Tier 2,Entry,131129,7414,Company provided,None,Married,1,0
27,Male,Graduate,Salaried,None,Mid-level 1,200463,6239,Owned,Two Wheeler,Married,2,0
39,Male,Under Graduate,Business,None,None,278428,17071,Rented,Two Wheeler,Married,2,0
47,Male,Graduate,Student,None,None,71824,46058,Family,Two Wheeler,Married,0,0
28,Male,Other,Salaried,Tier 3,Mid-level 1,169879,39331,Owned,Two Wheeler,Married,0,1
27,Male,Graduate,Salaried,None,Junior,268268,8287,Rented,None,Single,0,0
30,Male,Graduate,Salaried,Tier 3,Mid-level 1,143702,42443,Owned,None,Other,1,0
29,Male,Post Graduate,Salaried,None,Entry,121493,11985,Rented,None,Married,0,0
22,Male,Graduate,Professional,None,None,505817,24246,Rented,Two Wheeler,Single,0,0
25,Female,Post Graduate,Professional,None,None,599072,39231,Rented,Two Wheeler,Married,1,0
32,Male,Post Graduate,Salaried,None,Mid-level 1,89788,7169,Owned,Two Wheeler,Married,0,0
43,Male,Under Graduate,Salaried,None,Mid-level 1,369421,15129,Family,None,Married,1,0
25,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,66227,13839,Rented,Four Wheeler,Married,0,0
28,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,66514,7656,Rented,None,Married,0,1
27,Male,Graduate,Business,None,None,138479,12626,Owned,None,Single,0,0
30,Female,Graduate,Salaried,Tier 3,Junior,99593,20717,Rented,Four Wheeler,Single,0,0
26,Female,Post Graduate,Business,None,None,190245,22557,Rented,None,Married,1,0
28,Female,Post Graduate,Salaried,Tier 3,Entry,101906,20941,Rented,None,Married,1,0
33,Male,Post Graduate,Salaried,None,Mid-level 1,174036,7532,Rented,Two Wheeler,Married,1,0
29,Male,Other,Salaried,Tier 2,Mid-level 1,496991,27197,Family,None,Married,2,0
26,Male,Graduate,Salaried,Tier 3,Entry,361578,17279,Family,None,Married,0,0
30,Female,Post Graduate,Salaried,None,Entry,196269,9851,Rented,Two Wheeler,Married,1,0
52,Male,Graduate,Salaried,Tier 3,Mid-level 1,451879,19281,Rented,None,Married,0,0
20,Male,Graduate,Business,None,None,149128,22390,Owned,None,Married,0,0
30,Male,Other,Salaried,Tier 2,Mid-level 1,51424,9506,Owned,None,Married,0,0
27,Male,Graduate,Salaried,Tier 1,Entry,239166,26023,Owned,Two Wheeler,Married,0,0
25,Male,Under Graduate,Salaried,Tier 2,Junior,435746,18150,Rented,Four Wheeler,Married,0,0
26,Male,Graduate,Professional,None,None,486774,35440,Owned,None,Married,1,0
55,Male,Post Graduate,Business,None,None,239460,4911,Rented,None,Married,1,0
63,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,273892,13848,Rented,Two Wheeler,Single,0,0
26,Male,Under Graduate,Professional,None,None,186026,17338,Company provided,None,Married,0,0
22,Male,Post Graduate,Professional,None,None,452833,3856,Rented,None,Single,1,0
30,Female,Graduate,Salaried,Tier 3,Junior,151791,8073,Owned,None,Married,0,0
23,Male,Graduate,Salaried,Tier 2,Mid-level 1,267789,8469,Rented,Two Wheeler,Married,0,0
30,Female,Post Graduate,Professional,None,None,208546,18661,Owned,Two Wheeler,Single,1,0
27,Male,Other,Salaried,Tier 3,Junior,208948,1319,Company provided,Two Wheeler,Married,0,0
39,Male,Post Graduate,Salaried,None,Mid-level 1,66527,47479,Owned,None,Married,1,0
31,Male,Other,Salaried,None,Mid-level 1,170983,1948,Rented,None,Married,2,0
25,Female,Under Graduate,Professional,None,None,427965,20287,Rented,None,Married,0,0
28,Male,Under Graduate,Salaried,Tier 3,Entry,206988,16844,Owned,None,Married,0,0
39,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,360191,29585,Rented,None,Married,1,0
29,Female,Graduate,Professional,None,None,409585,34835,Rented,None,Married,0,0
27,Female,Other,Professional,None,None,246707,2567,Rented,None,Single,0,0
22,Female,Graduate,Salaried,None,Junior,398368,13079,Rented,None,Married,0,0
33,Male,Graduate,Salaried,Tier 3,Mid-level 1,67125,14027,Owned,None,Married,0,0
29,Male,Post Graduate,Professional,None,None,300402,41472,Rented,Four Wheeler,Married,0,0
29,Male,Post Graduate,Professional,None,None,186283,14158,Rented,None,Married,0,0
57,Female,Graduate,Professional,None,None,366552,23588,Owned,None,Married,0,1
59,Male,Graduate,Salaried,Tier 2,Mid-level 1,572669,29135,Rented,None,Married,0,0
22,Male,Graduate,Salaried,None,Entry,384996,9069,Owned,Two Wheeler,Married,0,0
39,Female,Under Graduate,Salaried,None,Mid-level 1,276866,4577,Owned,None,Married,0,0
27,Male,Graduate,Professional,None,None,112734,4052,Owned,None,Married,2,0
33,Male,Post Graduate,Salaried,None,Mid-level 1,483330,48859,Rented,None,Married,0,0
25,Male,Graduate,Salaried,None,Junior,143177,13384,Owned,None,Single,0,0
33,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,51030,24581,Rented,Two Wheeler,Single,1,0
27,Female,Graduate,Salaried,Tier 1,Entry,394993,6931,Rented,Two Wheeler,Married,0,0
27,Male,Under Graduate,Student,None,None,904059,43187,Owned,Two Wheeler,Married,1,0
37,Male,Graduate,Salaried,None,Mid-level 1,445005,14012,Owned,Two Wheeler,Single,0,0
26,Female,Graduate,Business,None,None,457440,13382,Rented,None,Married,0,1
22,Female,Graduate,Business,None,None,243579,49637,Rented,None,Single,1,0
29,Male,Other,Salaried,None,Entry,179364,8576,Company provided,None,Married,2,0
28,Male,Other,Salaried,None,Mid-level 1,79651,18512,Rented,Two Wheeler,Married,1,0
28,Male,Post Graduate,Business,None,None,321857,34650,Rented,Two Wheeler,Other,0,0
28,Male,Post Graduate,Professional,None,None,71462,13784,Rented,Two Wheeler,Married,0,0
27,Male,Post Graduate,Salaried,None,Mid-level 1,165023,6075,Rented,None,Married,1,0
25,Male,Other,Business,None,None,588503,46182,Rented,None,Single,0,0
28,Female,Other,Salaried,Tier 3,Junior,75752,7426,Rented,Four Wheeler,Single,1,0
28,Female,Graduate,Business,None,None,387683,18567,Owned,None,Married,0,0
53,Male,Other,Business,None,None,50972,47774,Rented,Two Wheeler,Single,0,0
26,Male,Other,Business,None,None,215501,14224,Rented,Two Wheeler,Married,1,0
29,Male,Graduate,Salaried,None,Entry,471052,17521,Rented,Two Wheeler,Other,0,0
60,Male,Graduate,Salaried,None,Mid-level 1,144140,4372,Owned,Two Wheeler,Married,1,0
51,Male,Graduate,Professional,None,None,456993,3601,Rented,Two Wheeler,Married,1,0
27,Male,Graduate,Student,None,None,99950,17021,Rented,Two Wheeler,Married,0,0
27,Female,Graduate,Salaried,None,Junior,67222,7831,Family,None,Single,0,0
26,Male,Graduate,Professional,None,None,358643,16445,Rented,None,Married,1,0
29,Male,Other,Salaried,Tier 2,Entry,59281,3049,Rented,None,Other,0,0
39,Male,Post Graduate,Salaried,None,Mid-level 1,418546,9720,Rented,Two Wheeler,Married,0,0
28,Female,Graduate,Salaried,Tier 3,Junior,92641,7364,Rented,None,Married,0,0
31,Male,Graduate,Student,None,None,246859,12924,Owned,None,Married,0,0
42,Male,Post Graduate,Professional,None,None,385616,4037,Rented,None,Other,0,0
53,Male,Graduate,Salaried,Tier 1,Mid-level 1,415541,2439,Owned,Two Wheeler,Married,0,0
20,Male,Post Graduate,Salaried,None,Junior,111282,19084,Owned,Two Wheeler,Single,0,0
28,Male,Post Graduate,Salaried,Tier 3,Junior,274545,30781,Rented,Two Wheeler,Other,1,0
19,Male,Post Graduate,Salaried,Tier 2,Junior,227929,39817,Rented,Two Wheeler,Single,0,0
51,Male,Post Graduate,Salaried,None,Mid-level 1,348898,23575,Family,None,Married,1,0
50,Male,Graduate,Salaried,None,Mid-level 1,194948,3020,Owned,None,Married,0,0
35,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,323212,13595,Rented,None,Married,1,0
30,Male,Graduate,Salaried,None,Junior,210237,18183,Rented,None,Single,1,0
20,Male,Graduate,Business,None,None,318053,20964,Rented,None,Married,0,0
38,Female,Graduate,Salaried,None,Mid-level 1,458021,16195,Rented,None,Married,0,0
37,Male,Graduate,Salaried,Tier 2,Mid-level 1,159193,1374,Rented,Four Wheeler,Single,1,0
60,Female,Post Graduate,Student,None,None,50583,12399,Rented,None,Married,1,0
31,Male,Other,Salaried,None,Mid-level 1,137035,17885,Rented,Two Wheeler,Single,1,0
27,Male,Graduate,Salaried,Tier 2,Junior,333120,44399,Owned,None,Single,1,0
29,Male,Graduate,Salaried,Tier 2,Junior,348549,16313,Rented,None,Single,0,0
28,Male,Graduate,Professional,None,None,283458,19182,Rented,None,Married,0,0
52,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,326395,22717,Rented,None,Married,0,0
21,Male,Other,Business,None,None,327516,20570,Company provided,Four Wheeler,Married,0,0
29,Male,Under Graduate,Student,None,None,143264,24261,Rented,None,Married,0,0
19,Male,Graduate,Salaried,Tier 2,Junior,328707,2097,Rented,Four Wheeler,Married,1,0
45,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,391088,30638,Rented,Two Wheeler,Single,0,0
31,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,421877,22314,Owned,None,Single,1,0
27,Female,Graduate,Professional,None,None,439178,30395,Rented,None,Married,0,0
27,Male,Other,Salaried,None,Mid-level 1,176994,23744,Rented,Two Wheeler,Single,0,0
18,Male,Other,Business,None,None,474353,21776,Rented,Two Wheeler,Single,0,0
61,Female,Graduate,Business,None,None,409475,10893,Rented,Two Wheeler,Single,0,0
25,Male,Graduate,Salaried,None,Mid-level 1,297519,1714,Owned,Two Wheeler,Married,1,0
26,Female,Graduate,Business,None,None,374910,7240,Owned,None,Single,1,0
27,Male,Post Graduate,Salaried,Tier 3,Entry,496251,17173,Rented,Two Wheeler,Single,1,0
37,Female,Post Graduate,Professional,None,None,59823,7367,Rented,Two Wheeler,Married,0,0
26,Male,Post Graduate,Professional,None,None,351787,11968,Family,None,Single,1,0
28,Male,Graduate,Professional,None,None,235207,29882,Rented,None,Single,0,0
29,Female,Post Graduate,Professional,None,None,497106,45967,Rented,None,Other,0,0
25,Female,Post Graduate,Salaried,None,Junior,415943,35569,Rented,None,Single,0,0
18,Male,Graduate,Salaried,None,Entry,94767,38656,Rented,None,Married,1,0
26,Male,Under Graduate,Business,None,None,329057,10506,Owned,Two Wheeler,Married,1,0
18,Male,Graduate,Salaried,Tier 2,Mid-level 1,390839,5515,Family,Two Wheeler,Married,0,0
19,Female,Under Graduate,Salaried,Tier 2,Mid-level 1,463589,42209,Family,None,Married,0,0
26,Male,Graduate,Business,None,None,89690,37846,Rented,Two Wheeler,Married,0,0
28,Male,Graduate,Salaried,None,Mid-level 1,494070,1211,Rented,None,Married,0,0
25,Female,Graduate,Salaried,Tier 2,Mid-level 1,397015,34505,Owned,None,Married,0,0
41,Male,Graduate,Salaried,None,Mid-level 1,256233,35303,Owned,Two Wheeler,Married,0,0
28,Female,Graduate,Business,None,None,133421,46268,Family,None,Married,0,0
27,Female,Graduate,Salaried,Tier 3,Junior,63990,5022,Rented,None,Married,0,0
25,Male,Post Graduate,Business,None,None,79839,5076,Rented,Two Wheeler,Single,1,0
62,Male,Graduate,Business,None,None,284291,33123,Rented,None,Married,0,0
28,Female,Graduate,Business,None,None,471345,37216,Owned,Two Wheeler,Single,0,0
41,Male,Other,Business,None,None,78759,8770,Owned,Two Wheeler,Married,1,0
26,Male,Graduate,Salaried,None,Entry,455238,8409,Family,Two Wheeler,Married,0,0
32,Male,Under Graduate,Professional,None,None,282842,21289,Rented,None,Married,0,0
37,Male,Other,Business,None,None,372059,10941,Rented,None,Married,0,0
25,Male,Graduate,Salaried,Tier 3,Junior,408038,20439,Rented,None,Single,0,0
26,Male,Graduate,Salaried,Tier 3,Junior,284464,4869,Owned,None,Married,1,0
27,Female,Post Graduate,Business,None,None,87632,19648,Rented,None,Other,0,0
26,Female,Graduate,Salaried,None,Junior,154218,13167,Company provided,None,Married,0,0
38,Female,Graduate,Professional,None,None,477730,27729,Rented,None,Married,0,0
26,Male,Other,Salaried,Tier 3,Entry,488098,15917,Owned,None,Married,0,0
29,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,307038,16623,Owned,None,Married,0,0
25,Male,Post Graduate,Salaried,Tier 1,Junior,129448,19951,Rented,None,Other,0,0
18,Male,Under Graduate,Salaried,Tier 3,Entry,597818,21101,Rented,None,Married,0,1
64,Female,Graduate,Salaried,Tier 3,Mid-level 1,498642,17494,Rented,Four Wheeler,Married,2,0
26,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,87787,18807,Owned,Two Wheeler,Single,0,0
28,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,181978,13941,Rented,None,Single,1,1
45,Male,Graduate,Salaried,None,Mid-level 1,300938,11836,Rented,None,Married,1,0
43,Male,Graduate,Salaried,None,Mid-level 1,99944,2646,Family,Two Wheeler,Single,1,0
27,Female,Graduate,Salaried,None,Mid-level 1,152648,23643,Rented,Four Wheeler,Married,2,0
25,Female,Graduate,Salaried,Tier 3,Entry,350141,26201,Rented,None,Other,0,0
33,Male,Graduate,Professional,None,None,472335,2850,Family,None,Married,0,0
36,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,446762,9365,Rented,None,Married,0,0
27,Male,Graduate,Business,None,None,124426,49266,Rented,None,Married,0,0
25,Female,Other,Professional,None,None,428555,40623,Rented,None,Single,0,0
31,Female,Other,Business,None,None,198898,6067,Owned,None,Single,1,0
58,Female,Other,Salaried,Tier 3,Mid-level 1,171577,5501,Rented,Two Wheeler,Married,2,0
41,Male,Other,Salaried,None,Mid-level 1,586321,39892,Rented,None,Married,0,0
26,Female,Other,Business,None,None,337481,45991,Owned,None,Single,0,0
27,Male,Graduate,Business,None,None,152881,17762,Rented,Two Wheeler,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Mid-level 1,234613,43950,Rented,Two Wheeler,Married,0,1
28,Male,Graduate,Professional,None,None,512952,24484,Owned,Two Wheeler,Married,1,0
31,Female,Post Graduate,Business,None,None,499522,26038,Rented,Two Wheeler,Single,0,0
29,Male,Post Graduate,Student,None,None,244934,1023,Owned,None,Married,0,0
26,Male,Other,Business,None,None,107709,24374,Company provided,None,Married,0,0
24,Female,Other,Business,None,None,173665,34012,Rented,Two Wheeler,Other,0,0
34,Female,Other,Business,None,None,350219,49253,Rented,None,Married,1,0
23,Male,Post Graduate,Salaried,Tier 2,Entry,75796,15665,Owned,None,Married,0,0
26,Male,Other,Salaried,Tier 2,Junior,108037,4635,Rented,Two Wheeler,Married,1,0
32,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,357698,34536,Owned,None,Married,0,0
26,Male,Graduate,Salaried,Tier 3,Mid-level 1,119787,8054,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Professional,None,None,252548,40489,Family,Two Wheeler,Married,0,0
27,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,154860,10791,Rented,None,Married,0,0
26,Female,Graduate,Salaried,Tier 1,Junior,431194,2361,Family,None,Married,0,1
28,Male,Post Graduate,Salaried,None,Junior,112778,10514,Rented,None,Other,0,0
22,Male,Graduate,Salaried,Tier 3,Junior,383605,7054,Family,Two Wheeler,Married,1,0
26,Female,Graduate,Salaried,Tier 1,Mid-level 1,453797,3629,Family,None,Married,0,0
29,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,230167,2335,Rented,Two Wheeler,Married,0,0
33,Female,Graduate,Salaried,None,Mid-level 1,351354,5580,Company provided,Two Wheeler,Married,0,0
48,Male,Other,Business,None,None,258054,33935,Rented,None,Married,1,0
30,Female,Post Graduate,Business,None,None,63950,12080,Rented,None,Married,0,0
26,Male,Graduate,Salaried,None,Entry,123876,2758,Rented,Two Wheeler,Married,0,0
28,Male,Post Graduate,Salaried,None,Entry,442668,3533,Rented,Two Wheeler,Single,1,0
24,Female,Graduate,Salaried,None,Junior,207083,5177,Rented,None,Married,1,0
26,Male,Post Graduate,Salaried,Tier 3,Entry,90440,49516,Rented,Two Wheeler,Married,1,0
50,Male,Graduate,Business,None,None,181988,24041,Rented,Four Wheeler,Married,1,0
28,Female,Graduate,Salaried,Tier 3,Mid-level 1,178692,8839,Rented,None,Single,0,0
29,Male,Graduate,Business,None,None,150401,15904,Owned,None,Married,0,0
24,Male,Post Graduate,Salaried,None,Mid-level 1,368423,21346,Owned,None,Single,0,0
29,Female,Post Graduate,Professional,None,None,393182,23509,Rented,None,Married,0,0
34,Male,Other,Salaried,Tier 3,Mid-level 1,257832,16314,Family,None,Married,2,0
18,Male,Post Graduate,Salaried,None,Junior,244152,31751,Owned,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,None,Junior,338161,12596,Rented,None,Single,0,0
29,Female,Post Graduate,Salaried,None,Junior,377265,38995,Rented,Two Wheeler,Married,2,0
29,Male,Graduate,Salaried,Tier 3,Mid-level 1,355179,18255,Company provided,Two Wheeler,Single,2,0
25,Male,Graduate,Salaried,Tier 2,Junior,120573,8122,Company provided,Two Wheeler,Single,0,0
23,Male,Graduate,Salaried,None,Junior,308794,15638,Rented,None,Single,1,0
25,Male,Graduate,Professional,None,None,452744,38533,Rented,Two Wheeler,Other,0,0
27,Female,Graduate,Salaried,None,Entry,488105,45551,Rented,Two Wheeler,Single,0,0
25,Female,Post Graduate,Salaried,None,Entry,245113,7690,Rented,Two Wheeler,Single,0,0
25,Female,Post Graduate,Salaried,Tier 3,Junior,134332,10802,Family,Two Wheeler,Married,0,0
29,Female,Graduate,Salaried,Tier 3,Junior,326252,22968,Rented,Two Wheeler,Married,0,0
29,Male,Other,Salaried,Tier 3,Mid-level 1,64283,39964,Rented,Four Wheeler,Married,2,0
28,Female,Graduate,Salaried,None,Mid-level 1,488302,4595,Company provided,Two Wheeler,Single,1,0
27,Male,Post Graduate,Professional,None,None,297311,47854,Rented,Two Wheeler,Married,1,0
25,Male,Post Graduate,Salaried,None,Junior,269458,24140,Rented,None,Married,0,0
39,Male,Post Graduate,Salaried,None,Mid-level 1,222914,29679,Owned,Two Wheeler,Married,1,0
25,Female,Other,Professional,None,None,167611,12346,Owned,None,Single,0,0
27,Female,Graduate,Salaried,Tier 2,Entry,993605,42874,Family,None,Single,0,0
32,Male,Other,Professional,None,None,348564,7990,Owned,None,Married,0,0
33,Male,Post Graduate,Professional,None,None,135241,9479,Rented,Two Wheeler,Married,0,0
22,Male,Under Graduate,Business,None,None,90040,4504,Rented,Two Wheeler,Married,2,0
19,Female,Graduate,Professional,None,None,87861,2621,Family,None,Married,0,0
28,Male,Post Graduate,Professional,None,None,202890,20248,Rented,Four Wheeler,Single,1,0
29,Male,Graduate,Professional,None,None,347390,42073,Rented,Four Wheeler,Married,0,0
29,Male,Post Graduate,Salaried,None,Mid-level 1,229946,24276,Rented,Two Wheeler,Married,1,0
30,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,58379,21650,Rented,None,Single,2,0
39,Male,Post Graduate,Salaried,None,Mid-level 1,227629,8481,Rented,None,Married,2,0
28,Male,Other,Salaried,None,Junior,149459,1516,Rented,Two Wheeler,Single,1,0
28,Female,Post Graduate,Business,None,None,360764,6392,Rented,None,Single,0,0
24,Female,Graduate,Salaried,None,Junior,164415,48639,Family,None,Single,0,0
29,Male,Post Graduate,Professional,None,None,231282,19025,Rented,Two Wheeler,Married,0,0
26,Male,Graduate,Business,None,None,457675,13267,Owned,None,Married,0,0
39,Male,Other,Business,None,None,310376,12586,Rented,None,Married,0,0
26,Male,Graduate,Salaried,None,Mid-level 1,67514,20880,Rented,None,Single,1,0
26,Male,Graduate,Student,None,None,72090,12593,Family,None,Married,1,0
27,Male,Graduate,Business,None,None,161339,3301,Rented,Two Wheeler,Married,2,0
27,Female,Under Graduate,Salaried,Tier 3,Junior,287398,49182,Rented,None,Married,0,0
54,Male,Graduate,Business,None,None,487941,15181,Rented,None,Single,1,0
